POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,1,0,2,BHK,1101,0,1,"Tathawade,Pune",18.6,73.7,53.4
Owner,0,0,2,BHK,1101,1,1,"NRI Layout,Bangalore",13.0,77.6,60
Dealer,0,0,3,BHK,1101,1,1,"Rajarhat,Kolkata",22.5,88.3,36.5
Dealer,0,0,2,BHK,1101,1,1,"Velachery,Chennai",13.0,80.2,66
Owner,0,0,2,BHK,1101,1,1,"Bhuvaneswari Nagar,Bangalore",13.0,77.6,54
Dealer,0,0,3,BHK,1101,1,1,"B T Road Near Sodepur Sukchar Girija,Kolkata",22.7,88.4,43
Owner,0,0,3,BHK,1101,1,1,"Sodepur,Kolkata",22.7,88.4,43
Dealer,0,0,2,BHK,1101,1,1,"Shankar Kalat Nagar,Pune",20.0,73.8,75
Dealer,0,0,2,BHK,1102,1,1,"Majiwada,Lalitpur",19.2,73.0,150
Dealer,1,1,2,BHK,1102,0,1,"Tilak nagar,Maharashtra",19.1,72.9,140
Dealer,1,1,2,BHK,1102,0,1,"Tilak Nagar,Mumbai",19.1,72.9,150
Dealer,1,1,2,BHK,1102,0,1,"Panvel,Maharashtra",19.0,73.1,100
Dealer,1,1,2,BHK,1102,0,1,"Panvel,Lalitpur",19.0,73.1,100
Dealer,0,0,2,BHK,1102,1,1,"Hebbal,Bangalore",13.0,77.6,72.6
Dealer,0,0,2,BHK,1102,1,1,"Amruthahalli,Bangalore",13.1,77.6,70
Dealer,0,1,3,BHK,1102,1,1,"Wadala,Lalitpur",24.7,78.4,360
Builder,1,1,2,BHK,1102,0,0,"Gogol,Margao",15.3,74.0,59.6
Dealer,0,1,2,BHK,1102,1,1,"Sector-117 Mohali,Mohali",30.7,76.7,33.9
Owner,0,1,2,BHK,1102,1,1,"Manewada,Nagpur",21.1,79.1,33.9
Dealer,1,1,2,BHK,1102,0,0,"Sholinganallur,Chennai",12.9,80.2,52.9
Owner,0,1,2,BHK,1102,1,1,"Yelahanka,Bangalore",13.1,77.6,57
Dealer,0,0,2,BHK,1102,1,1,"Amruthahalli,Bangalore",13.1,77.6,73.5
Dealer,1,1,2,BHK,1102,0,0,"Sholinganallur,Chennai",12.9,80.2,51.8
Dealer,0,1,2,BHK,1102,1,1,"Sarjapur Road,Bangalore",12.9,77.8,56
Builder,1,0,2,BHK,1102,0,0,"Amalanagar,Thrissur",10.5,76.2,48.3
Dealer,1,1,2,BHK,1102,0,1,"Sholinganallur,Chennai",12.9,80.2,51.8
Dealer,0,0,2,BHK,1102,1,1,"G B Road,Lalitpur",24.1,78.8,100
Dealer,1,1,2,BHK,1103,0,1,"Kanjur Marg (East),Mumbai",19.2,73.0,170
Dealer,0,1,2,BHK,1103,1,1,"Kanjur Marg (East),Mumbai",19.2,73.0,170
Dealer,0,0,2,BHK,1103,1,1,"Malad (West),Maharashtra",19.2,72.8,210
Dealer,0,0,2,BHK,1103,1,1,"Lullanagar,Pune",18.5,73.8,110
Dealer,0,1,3,BHK,1103,1,1,"Andheri (West),Maharashtra",19.1,72.8,370
Dealer,1,0,3,BHK,1103,0,1,"Barrackpore,Kolkata",22.8,88.4,35.2
Dealer,1,0,2,BHK,1103,0,1,"OMBR Layout,Bangalore",13.0,77.6,69
Owner,0,0,2,BHK,1103,1,1,"Hennur Gardens,Bangalore",13.0,77.6,60
Dealer,0,0,2,BHK,1104,1,1,"Bharath Housing Society Layout,Bangalore",23.0,71.5,61.8
Builder,1,1,2,BHK,1104,0,0,"Nagavara,Bangalore",13.0,77.6,100
Owner,0,0,2,BHK,1104,1,1,"Channasandra,Bangalore",12.9,77.5,59
Dealer,0,0,2,BHK,1104,1,1,"Kandivali (East),Mumbai",19.2,72.9,200
Dealer,0,0,2,BHK,1104,1,1,"Thane West,Lalitpur",19.2,73.0,120
Dealer,1,1,3,BHK,1104,0,0,"Seawoods,Maharashtra",19.0,73.0,250
Owner,0,0,2,BHK,1104,1,1,"Sector 63,Faridabad",28.6,77.4,35
Owner,0,0,3,BHK,1104,1,1,"Ashok Nagar,Kanpur",26.5,80.3,70
Dealer,1,0,2,BHK,1104,0,1,"Rajarhat,Kolkata",22.5,88.3,50.8
Dealer,0,0,2,BHK,1105,1,1,"Sector-115 Mohali,Mohali",30.7,76.6,22.9
Dealer,1,0,3,BHK,1105,0,1,"Sakher Bazar,Kolkata",22.1,88.4,34.8
Dealer,0,0,2,BHK,1105,1,1,"Chembur (East),Mumbai",19.1,72.9,140
Dealer,0,0,2,BHK,1105,1,1,"Hallehalli,Bangalore",12.8,78.0,39
Dealer,1,1,3,BHK,1105,0,1,"Mansarovar Extension,Jaipur",26.9,75.8,41
Dealer,1,0,2,BHK,1105,0,1,"Joka,Kolkata",22.5,88.3,54.7
Dealer,1,1,2,BHK,1105,0,1,"Kharghar,Mumbai",19.0,73.1,100
Owner,0,0,2,BHK,1105,1,1,"Elora Park,Vadodara",21.7,73.0,31.5
Dealer,0,0,2,BHK,1105,1,1,"Garia,Kolkata",22.4,88.5,45.3
Dealer,0,0,2,BHK,1105,1,1,"Chembur (East),Mumbai",19.1,72.9,180
Owner,0,0,2,BHK,1105,1,1,"Adityanagar,Bangalore",13.0,77.6,44.5
Dealer,0,0,2,BHK,1105,1,1,"Sector 20 Ulwe,Maharashtra",19.0,73.0,85
Dealer,1,1,3,BHK,1105,0,1,"Orlem,Mumbai",19.0,72.8,280
Dealer,1,1,2,BHK,1105,0,1,"Dronagiri,Maharashtra",19.0,72.8,69
Dealer,1,1,2,BHK,1105,0,1,"Dronagiri,Mumbai",19.0,72.8,69
Owner,0,0,2,BHK,1105,1,1,"Sector-76 Noida,Noida",28.6,77.4,57
Owner,0,0,2,BHK,1105,1,1,"Electronics City Phase 1,Bangalore",12.8,77.7,55
Dealer,0,0,2,BHK,1105,1,1,"New City Light,Surat",21.2,72.8,45
Owner,0,0,2,BHK,1105,1,1,"Chambenahalli,Bangalore",12.9,77.8,45
Owner,0,0,2,BHK,1105,1,1,"Ambalipura,Bangalore",12.9,77.7,86
Dealer,0,0,2,BHK,1105,1,1,"Electronic City,Bangalore",12.8,77.7,41
Dealer,0,0,2,BHK,1105,1,1,"Sector 35I Kharghar,Mumbai",19.0,73.1,78
Dealer,0,1,2,BHK,1105,1,1,"Karanjade,Maharashtra",19.0,73.1,70
Dealer,0,1,3,BHK,1105,1,1,"Kutwal Colony,Pune",18.5,73.8,66
Dealer,0,0,2,BHK,1105,1,1,"Hadapsar,Pune",18.5,73.9,54
Dealer,0,0,3,BHK,1105,1,1,"Sector 77 Faridabad,Faridabad",28.4,77.4,46
Owner,1,0,2,BHK,1105,0,1,"Aanand bazar,Patna",25.6,85.1,40
Owner,0,0,2,BHK,1105,1,1,"Vadlapaudi,Visakhapatnam",17.7,83.3,30
Dealer,1,0,2,BHK,1106,0,0,"Sector-65 Gurgaon,Gurgaon",28.4,77.1,110
Dealer,0,0,2,BHK,1106,1,1,"Sector 15 Kharghar,Mumbai",19.0,73.1,120
Builder,0,0,2,BHK,1106,1,0,"Thokkttu,Mangalore",12.8,74.9,24.9
Dealer,0,0,2,BHK,1106,1,1,"Mindspace,Mumbai",19.2,73.0,200
Dealer,0,0,2,BHK,1106,1,1,"Horamavu Agara,Bangalore",13.0,77.7,42
Dealer,1,1,2,BHK,1106,0,1,"Pokhran-2,Mumbai",19.0,72.8,130
Dealer,0,0,2,BHK,1106,1,1,"Maradu,Kochi",9.9,76.3,65
Dealer,1,1,3,BHK,1106,0,1,"Kanakpura Road,Bangalore",12.9,77.6,85
Dealer,0,0,2,BHK,1106,1,1,"Kodihalli,Bangalore",13.2,77.5,61
Owner,0,0,2,BHK,1106,1,1,"Kodihalli,Bangalore",13.2,77.5,61
Dealer,0,0,2,BHK,1106,1,1,"Bansdroni,Kolkata",22.5,88.4,44.2
Dealer,0,0,2,BHK,1106,1,1,"Porur,Chennai",13.0,80.2,79.1
Owner,0,0,2,BHK,1106,1,1,"Patia,Bhubaneswar",20.4,85.8,52
Owner,0,0,2,BHK,1106,1,1,"Tilakwadi,Belgaum",15.9,74.5,45
Dealer,0,0,2,BHK,1106,1,1,"Tilak Nagar,Lalitpur",28.6,77.1,160
Dealer,0,0,2,BHK,1106,1,1,"KR Puram,Bangalore",13.0,77.7,55
Dealer,0,0,3,BHK,1107,1,1,"New Barrakpur,Kolkata",22.7,88.4,35.4
Dealer,0,0,2,BHK,1107,1,1,"Waghbil,Lalitpur",24.7,78.4,100
Dealer,0,0,2,BHK,1107,1,1,"Chandivali,Mumbai",19.0,72.8,210
Dealer,0,0,2,BHK,1107,1,1,"Chandivali,Maharashtra",18.6,73.5,210
Owner,0,0,2,BHK,1107,1,1,"Hulimavu,Bangalore",12.9,77.6,47
Dealer,0,0,2,BHK,1107,1,1,"KR Puram,Bangalore",13.0,77.7,48
Dealer,0,0,2,BHK,1107,1,1,"Perumbakkam,Chennai",12.9,80.2,57
Dealer,0,0,2,BHK,1107,1,1,"Wadgaon Budruk,Pune",18.7,73.6,75.1
Owner,0,0,2,BHK,1107,1,1,"Bidadi,Bangalore",12.8,77.4,42.5
Dealer,0,0,2,BHK,1107,1,1,"Shankar Kalat Nagar,Pune",20.0,73.8,76
Owner,0,0,3,BHK,1107,1,1,"Thiruninravur,Chennai",13.1,80.0,40
Dealer,0,0,2,BHK,1107,1,1,"Kandivali (East),Lalitpur",19.2,72.9,130
Dealer,0,0,2,BHK,1107,1,1,"Kandivali (East),Maharashtra",19.2,72.9,130
Dealer,0,0,2,BHK,1107,1,1,"Majiwada,Mumbai",19.2,73.0,130
Dealer,0,0,2,BHK,1107,1,1,"Sector-34A Kharghar,Mumbai",19.0,73.1,130
Dealer,0,0,2,BHK,1107,1,1,"Kalyani Nagar,Pune",18.5,73.9,130
Dealer,0,0,2,BHK,1107,1,1,"Jankalyan Nagar,Lalitpur",24.7,78.4,130
Dealer,1,1,2,BHK,1108,0,1,"Powai,Lalitpur",19.1,72.9,180
Dealer,0,0,2,BHK,1108,1,1,"BTM Layout,Bangalore",13.0,77.6,40
Dealer,1,1,2,BHK,1108,0,0,"Bannerghatta Road,Bangalore",12.8,77.6,88.4
Dealer,0,0,2,BHK,1108,1,1,"Pimple Saudagar,Pune",18.6,73.8,80.2
Dealer,1,1,2,BHK,1108,0,1,"Patrapada,Bhubaneswar",20.2,85.8,42.1
Dealer,0,0,2,BHK,1108,1,1,"Arpora,Goa",15.5,73.8,95
Dealer,1,0,2,BHK,1108,0,1,"NIBM,Pune",18.5,73.9,75.7
Dealer,0,0,2,BHK,1108,1,1,"Sector-14 Sanpada,Lalitpur",28.5,77.0,150
Owner,0,0,2,BHK,1108,1,1,"Padur,Chennai",19.9,102.1,46
Dealer,0,0,2,BHK,1108,1,1,"Chembur (East),Lalitpur",19.1,72.9,160
Owner,0,0,1,BHK,1108,1,1,"Nizampura,Vadodara",22.3,73.2,17.5
Dealer,0,0,3,BHK,1108,1,1,"Rajarhat,Kolkata",22.5,88.3,35
Dealer,1,1,3,BHK,1108,0,1,"Whitefield,Bangalore",13.0,77.8,56.9
Dealer,1,1,2,BHK,1109,0,1,"Taloja Panchanand,Lalitpur",24.7,78.4,64.3
Dealer,1,1,2,BHK,1109,0,1,"Bannerghatta Road,Bangalore",12.8,77.6,81
Owner,0,0,2,BHK,1109,1,1,"Vallabh Vidhyanagar,Anand",22.7,73.1,24.5
Owner,0,0,2,BHK,1109,1,1,"Vadavalli,Coimbatore",11.0,76.9,37
Dealer,0,1,2,BHK,1109,1,1,"Kurla (East),Maharashtra",19.1,72.9,150
Dealer,0,0,2,BHK,1109,1,1,"Sector-76 Noida,Noida",28.6,77.4,56.5
Owner,1,1,2,BHK,1109,0,1,"Katapady,Udupi",13.3,74.7,38
Owner,0,0,2,BHK,1109,1,1,"Action Area 1B,Kolkata",22.6,88.5,51
Dealer,0,1,2,BHK,1109,1,1,"Jogeshwari (West),Lalitpur",19.1,72.8,180
Dealer,0,0,2,BHK,1109,1,1,"Chincholi Bunder,Mumbai",19.0,72.8,160
Owner,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,65
Dealer,0,1,2,BHK,1110,1,1,"Sector-78 Noida,Noida",28.6,77.4,57
Dealer,0,0,2,BHK,1110,1,1,"Pimple Gurav,Pune",18.6,73.8,60
Dealer,0,0,2,BHK,1110,1,1,"Ajmer Road,Jaipur",26.9,75.8,20
Dealer,0,1,2,BHK,1110,1,1,"Old Panvel,Lalitpur",19.0,73.1,75
Owner,0,0,2,BHK,1110,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,55
Builder,1,0,2,BHK,1110,0,0,"Gandhi Nagar,Nagpur",21.1,79.1,66.6
Owner,0,0,3,BHK,1110,1,1,"Behala Chowrasta,Kolkata",22.5,88.3,67
Dealer,0,0,2,BHK,1110,1,1,"Sector-18 Ulwe,Mumbai",19.0,73.0,90
Dealer,0,0,2,BHK,1110,1,1,"Sector-18 Ulwe,Maharashtra",18.7,73.8,90
Owner,0,0,2,BHK,1110,1,1,"New Housing Colony,Ranchi",23.4,85.3,45
Owner,0,0,2,BHK,1110,1,1,"Sector-76 Noida,Noida",28.6,77.4,68
Owner,0,0,2,BHK,1110,1,1,"Ibrahimpatnam,Vijayawada",16.5,80.6,34
Owner,0,0,2,BHK,1110,1,1,"Mahamayatala,Kolkata",22.5,88.3,45.5
Dealer,0,0,2,BHK,1110,1,1,"Mulund (East),Lalitpur",19.2,73.0,160
Owner,0,0,2,BHK,1110,1,1,"Kothanur,Bangalore",12.6,77.3,80
Dealer,0,0,2,BHK,1110,1,1,"Sector 17 Ulwe,Mumbai",19.0,73.0,92
Owner,0,0,2,BHK,1110,1,1,"Kalwar Road,Jaipur",27.0,75.6,23
Owner,0,0,2,BHK,1110,1,1,"Noida Extension,Noida",28.6,77.4,46
Dealer,0,0,2,BHK,1110,1,1,"Kudlu Gate,Bangalore",12.9,77.7,46
Dealer,0,0,2,BHK,1110,1,1,"Bhandarkar Road,Pune",18.5,73.8,150
Dealer,0,0,2,BHK,1110,1,1,"Kharghar,Lalitpur",24.7,78.4,81
Dealer,0,0,2,BHK,1110,1,1,"Gokuldham Colony,Lalitpur",24.7,78.4,220
Owner,0,0,2,BHK,1110,1,1,"Saiyed Vasna,Vadodara",22.3,72.7,35
Dealer,0,0,2,BHK,1110,1,1,"Malad (West),Mumbai",19.2,72.8,210
Dealer,1,1,2,BHK,1110,0,1,"Taloja,Mumbai",19.1,73.1,70
Owner,0,0,2,BHK,1110,1,1,"Sector 35,Sonipat",28.5,77.3,35
Dealer,1,1,2,BHK,1110,0,1,"Taloja,Lalitpur",24.7,78.4,70
Owner,0,0,2,BHK,1110,1,1,"Siruseri,Chennai",12.8,80.2,70
Dealer,0,1,2,BHK,1110,1,1,"Sector-133 Noida,Noida",28.5,77.4,35.3
Dealer,0,0,2,BHK,1110,1,1,"Kharghar,Lalitpur",24.7,78.4,95
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,60
Owner,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,72
Owner,0,0,2,BHK,1110,1,1,"Sector-137 Noida,Noida",28.5,77.4,60
Owner,0,0,2,BHK,1110,1,1,"Amruthahalli,Bangalore",13.1,77.6,48
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,60.1
Dealer,0,0,2,BHK,1110,1,1,"Kharghar,Mumbai",19.0,73.1,85
Dealer,0,0,2,BHK,1110,1,1,"Sector-16 Ulwe,Lalitpur",28.4,77.3,85
Dealer,0,0,2,BHK,1110,1,1,"Kharghar,Lalitpur",24.7,78.4,85
Dealer,1,0,2,BHK,1110,0,1,"Vadavalli,Coimbatore",11.0,76.9,49.5
Dealer,1,0,2,BHK,1110,0,1,"Patia,Bhubaneswar",20.4,85.8,50
Dealer,0,0,3,BHK,1110,1,1,"Narendrapur,Kolkata",22.4,88.4,50
Dealer,0,0,3,BHK,1110,1,1,"Behala Chowrasta,Kolkata",22.5,88.3,51
Dealer,0,0,2,BHK,1110,1,1,"Kharadi,Pune",18.5,73.9,77
Dealer,0,0,3,BHK,1110,1,0,"Madhyamgram,Kolkata",22.7,88.5,38.8
Dealer,0,0,2,BHK,1110,1,1,"Sector-76 Noida,Noida",28.6,77.4,65
Owner,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,65
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,65
Dealer,0,0,3,BHK,1110,1,1,"Prince Anwar Shah Rd.,Kolkata",22.6,88.4,66
Owner,0,0,2,BHK,1110,1,1,"Kunhari,Kota",25.0,75.9,40
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,53.9
Owner,0,0,2,BHK,1110,1,1,"Jaisinghpura,Jaipur",26.5,75.5,27
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,55
Dealer,0,0,2,BHK,1110,1,1,"Sector-93 B Noida,Noida",28.5,77.4,55
Dealer,0,0,2,BHK,1110,1,1,"Sakher Bazar,Kolkata",22.1,88.4,55
Dealer,0,0,2,BHK,1110,1,1,"Brookefield,Bangalore",13.0,77.7,42
Dealer,0,1,2,BHK,1110,1,1,"Sector-4A Bahadurgarh,Bahadurgarh",29.9,73.9,29.5
Dealer,0,0,2,BHK,1110,1,1,"James Long Sarani,Kolkata",22.5,88.3,32
Owner,0,0,2,BHK,1110,1,1,"Ibrahimpatnam,Vijayawada",16.5,80.6,33
Dealer,0,0,2,BHK,1110,1,1,"Thara,Bhiwadi",28.2,76.8,17
Dealer,1,1,2,BHK,1110,0,0,"Chikkanayakanahalli,Bangalore",13.0,77.6,51.2
Dealer,0,0,2,BHK,1110,1,1,"Vasant Vihar,Maharashtra",21.1,79.1,140
Dealer,0,0,2,BHK,1110,1,1,"Muchipara,Durgapur",23.6,87.3,18.1
Dealer,1,1,2,BHK,1110,0,1,"Thakur Village,Mumbai",18.9,72.8,180
Owner,0,1,3,BHK,1110,1,1,"Mahawadiya,Bhopal",23.1,77.4,20
Owner,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,23
Owner,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,25
Dealer,0,0,2,BHK,1111,1,1,"Electronic City Phase II,Bangalore",12.8,77.7,43.7
Owner,0,0,2,BHK,1111,1,1,"Chinar Park,Kolkata",22.6,88.4,60
Owner,0,0,2,BHK,1111,1,1,"Ajairajpura,Jaipur",26.6,76.1,25
Owner,0,0,2,BHK,1111,1,1,"Ajairajpura,Jaipur",26.6,76.1,24
Dealer,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,15.9
Dealer,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,17.1
Dealer,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,18
Dealer,0,0,2,BHK,1111,1,1,"Thara,Bhiwadi",28.2,76.8,16.5
Owner,0,0,2,BHK,1111,1,1,"Electronics City Phase 1,Bangalore",12.8,77.7,44
Owner,0,0,2,BHK,1111,1,1,"Kompally,Secunderabad",17.5,78.5,55
Owner,0,0,2,BHK,1111,1,1,"Mogappair West,Chennai",13.1,80.2,60
Dealer,0,0,2,BHK,1111,1,1,"Alipore,Kolkata",22.5,88.3,100
Owner,0,0,2,BHK,1111,1,1,"Rajarhat,Kolkata",22.5,88.3,60
Owner,0,0,3,BHK,1111,1,1,"Vijay Nagar,Indore",22.8,75.9,36
Owner,0,0,3,BHK,1111,1,1,"Giri Nagar,Bangalore",12.9,77.5,75
Dealer,0,0,2,BHK,1112,1,1,"Krishna Nagar,Mathura",27.5,77.7,33.5
Dealer,0,0,2,BHK,1112,1,1,"Sector 10 Kharghar,Lalitpur",19.0,73.1,78.5
Owner,0,0,2,BHK,1112,1,1,"Sector-93 Noida,Noida",28.5,77.4,86
Owner,0,1,2,BHK,1112,1,1,"Sarjapur Road,Bangalore",12.9,77.8,73
Owner,1,0,2,BHK,1112,0,1,"Kasturi Nagar,Bangalore",13.0,77.6,70.5
Dealer,0,0,2,BHK,1112,1,1,"Sector 42 Seawoods,Maharashtra",28.5,77.1,130
Dealer,0,1,2,BHK,1113,1,1,"Sarjapur Road,Bangalore",12.9,77.8,61.3
Dealer,0,1,2,BHK,1113,1,1,"Mulund (West),Mumbai",19.2,73.0,170
Dealer,0,0,2,BHK,1113,1,1,"Malad (East),Maharashtra",19.2,72.9,170
Dealer,1,1,2,BHK,1113,0,1,"Kandivali (East),Lalitpur",19.2,72.9,150
Dealer,1,1,2,BHK,1113,0,1,"Kandivali (East),Maharashtra",19.2,72.9,150
Dealer,0,1,2,BHK,1113,1,1,"Siddharth Nagar,Pune",18.6,73.8,72
Owner,0,0,2,BHK,1113,1,1,"Begur,Bangalore",12.9,77.6,39
Dealer,1,0,2,BHK,1113,0,1,"Wakad Annexe,Pune",18.6,73.8,64
Dealer,0,0,2,BHK,1113,1,1,"Wagholi,Pune",18.6,74.0,49.5
Dealer,0,0,2,BHK,1113,1,1,"Tk Layout,Mysore",12.3,76.6,68
Owner,0,0,2,BHK,1113,1,1,"Ibrahimpatnam,Vijayawada",16.5,80.6,29
Builder,1,1,3,BHK,1114,0,0,"Besa,Nagpur",21.1,79.1,32.3
Dealer,0,0,2,BHK,1114,1,1,"Horamavu Agara,Bangalore",13.0,77.7,40.1
Dealer,0,0,2,BHK,1114,1,1,"Tambaram,Chennai",12.9,80.1,40.1
Dealer,1,1,2,BHK,1114,0,0,"Sarjapur Road,Bangalore",12.9,77.8,66
Dealer,0,1,2,BHK,1114,1,1,"Kharadi,Pune",18.5,73.9,80
Dealer,1,1,2,BHK,1114,0,0,"Sarjapur Road,Bangalore",12.9,77.8,66
Owner,1,1,2,BHK,1114,0,1,"Horamavu,Bangalore",13.0,77.7,78
Dealer,0,0,2,BHK,1114,1,1,"Horamavu,Bangalore",13.0,77.7,40
Dealer,0,0,2,BHK,1114,1,1,"Whitefield,Bangalore",13.0,77.8,100
Dealer,1,1,3,BHK,1114,0,1,"Besa,Nagpur",21.1,79.1,31.2
Owner,0,1,2,BHK,1114,1,1,"Bal Vihar,Jaipur",25.1,84.6,35
Owner,0,1,2,BHK,1114,1,1,"Sector-143 Noida,Noida",28.5,77.4,45
Dealer,0,0,2,BHK,1115,1,1,"Chembur,Maharashtra",19.1,72.9,220
Owner,0,0,2,BHK,1115,1,1,"Vimanapura,Bangalore",13.0,77.7,40.5
Owner,0,0,2,BHK,1115,1,1,"Yelahanka,Bangalore",13.1,77.6,60
Dealer,0,0,2,BHK,1115,1,1,"Hoysalanagar,Bangalore",13.0,77.6,46
Dealer,0,0,3,BHK,1115,1,1,"Sarjapura - Attibele Road,Bangalore",12.9,77.8,42
Owner,0,0,2,BHK,1115,1,1,"Sanne Amanikere,Bangalore",13.2,77.7,45
Dealer,0,0,2,BHK,1115,1,1,"Sector 35I Kharghar,Lalitpur",24.7,78.4,80
Owner,0,1,2,BHK,1115,1,1,"Sector-137 Noida,Noida",28.5,77.4,70
Owner,0,0,3,BHK,1115,1,1,"Barasat,Kolkata",22.7,88.6,35
Dealer,0,0,2,BHK,1115,1,1,"Kharghar,Mumbai",19.0,73.1,98
Dealer,0,0,2,BHK,1115,1,1,"Sector 10 Kharghar,Mumbai",19.0,73.1,98
Dealer,0,0,2,BHK,1115,1,1,"Sector-11 Ghansoli,Mumbai",19.1,73.0,120
Dealer,0,0,2,BHK,1115,1,1,"Waghbil,Lalitpur",24.7,78.4,120
Dealer,0,0,2,BHK,1115,1,1,"Sector 35I Kharghar,Maharashtra",19.0,72.8,85
Dealer,0,0,2,BHK,1115,1,1,"Taloja Panchanand,Maharashtra",21.6,74.2,85
Owner,0,0,2,BHK,1115,1,1,"New A G Colony,Patna",21.0,77.0,44
Dealer,0,0,2,BHK,1115,1,1,"Hoysalanagar,Bangalore",13.0,77.6,44
Dealer,0,0,2,BHK,1115,1,1,"Sector 21 Ulwe,Mumbai",19.0,73.0,100
Dealer,0,0,2,BHK,1115,1,1,"Roadpali,Mumbai",19.0,73.1,75
Dealer,1,0,3,BHK,1115,0,1,"Pipla,Nagpur",21.4,78.7,31.2
Dealer,0,0,2,BHK,1115,1,1,"Sector-18 Ulwe,Mumbai",19.0,73.0,90
Owner,0,0,2,BHK,1115,1,1,"Judgemukku,Ernakulam",10.0,76.3,62
Dealer,0,0,2,BHK,1115,1,1,"Sector 35I Kharghar,Lalitpur",24.7,78.4,93
Owner,0,1,2,BHK,1115,1,1,"Sector-137 Noida,Noida",28.5,77.4,65
Owner,0,0,2,BHK,1115,1,1,"Nagavarapalya,Bangalore",13.0,77.6,65
Dealer,0,0,2,BHK,1115,1,1,"Taloja Panchanand,Maharashtra",21.6,74.2,77
Dealer,0,0,2,BHK,1115,1,1,"Taloja Panchanand,Lalitpur",24.7,78.4,77
Dealer,0,0,2,BHK,1115,1,1,"Taloja Panchanand,Mumbai",19.0,72.8,80
Dealer,1,1,2,BHK,1115,0,1,"Sector-18 Ulwe,Mumbai",19.0,73.0,80
Owner,0,0,2,BHK,1115,1,1,"Dodda Banaswadi,Bangalore",13.0,77.7,80
Owner,0,0,2,BHK,1115,1,1,"Yarandahalli,Bangalore",12.8,77.7,40
Dealer,0,0,2,BHK,1115,1,1,"Taloja Panchanand,Lalitpur",24.7,78.4,80
Owner,0,0,2,BHK,1115,1,1,"Kanakpura Road,Bangalore",12.9,77.6,55
Dealer,0,1,2,BHK,1115,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,36.5
Dealer,1,1,2,BHK,1115,0,1,"Ramamurthy Nagar,Bangalore",13.0,77.7,39.3
Dealer,0,0,2,BHK,1115,1,1,"Chembur,Mumbai",19.1,72.9,160
Owner,0,0,2,BHK,1115,1,1,"Nagavarapalya,Bangalore",13.0,77.6,48
Owner,0,0,2,BHK,1115,1,1,"Daldal Seoni,Raipur",21.3,81.7,26
Dealer,0,0,2,BHK,1116,1,1,"Jagatpura,Jaipur",26.8,75.8,35.7
Dealer,0,1,2,BHK,1116,1,1,"Manpada,Maharashtra",19.2,73.0,130
Dealer,1,1,3,BHK,1116,0,0,"Sector-150 Noida,Noida",28.4,77.5,120
Dealer,1,0,2,BHK,1116,0,1,"Kudasan,Gandhinagar",23.2,72.6,36.5
Owner,0,0,2,BHK,1116,1,1,"Chenchupet,Tenali",16.2,80.6,38
Dealer,0,1,2,BHK,1116,1,1,"Ulwe,Mumbai",19.0,73.0,88
Owner,0,0,2,BHK,1116,1,1,"Horamavu,Bangalore",13.0,77.7,45
Owner,0,0,2,BHK,1116,1,1,"Sargasan,Gandhinagar",23.2,72.6,37
Owner,0,0,2,BHK,1116,1,1,"Green House Layout, Begur Hobli Road, Narashima Sw,Bangalore",40.8,31.2,34
Dealer,0,0,2,BHK,1116,1,1,"Kolshet Road,Lalitpur",24.7,78.4,120
Dealer,0,1,2,BHK,1116,1,1,"Sector 20 Kharghar,Maharashtra",19.0,73.1,110
Dealer,1,1,2,BHK,1116,0,1,"Thakur Village,Mumbai",18.9,72.8,180
Dealer,1,1,2,BHK,1116,0,1,"Majiwada,Mumbai",19.2,73.0,120
Dealer,0,1,2,BHK,1117,1,1,"Kengeri Satellite Town,Bangalore",12.9,77.5,39.1
Dealer,0,0,2,BHK,1117,1,1,"Kharghar,Mumbai",19.0,73.1,100
Dealer,0,0,2,BHK,1117,1,1,"Wagholi,Pune",18.6,74.0,49.9
